Price,Close,High,Low,Open,Volume
Ticker,SIEB,SIEB,SIEB,SIEB,SIEB
Date,,,,,
2020-01-28,8.09000015258789,8.390000343322754,7.980000019073486,8.319999694824219,3500
2020-01-29,7.579999923706055,8.0600004196167,7.460000038146973,8.0600004196167,35000
2020-01-30,7.21999979019165,7.610000133514404,6.929999828338623,7.550000190734863,10400
2020-01-31,6.869999885559082,7.320000171661377,6.78000020980835,7.320000171661377,11400
2020-02-03,6.889999866485596,7.070000171661377,6.860000133514404,6.949999809265137,7900
2020-02-04,6.849999904632568,6.929999828338623,6.829999923706055,6.929999828338623,3900
2020-02-05,6.909999847412109,7.010000228881836,6.690000057220459,7.010000228881836,13200
2020-02-06,7.139999866485596,7.210000038146973,6.78000020980835,7.090000152587891,12900
2020-02-07,7.519999980926514,7.619999885559082,7.099999904632568,7.099999904632568,7300
2020-02-10,7.960000038146973,8.09000015258789,7.539999961853027,7.590000152587891,15200
2020-02-11,8.0,8.270000457763672,7.679999828338623,8.050000190734863,11200
2020-02-12,8.09000015258789,8.270000457763672,8.0,8.039999961853027,9400
2020-02-13,8.239999771118164,8.329999923706055,8.010000228881836,8.220000267028809,5400
2020-02-14,8.180000305175781,8.5,8.15999984741211,8.380000114440918,15200
2020-02-18,8.039999961853027,8.430000305175781,8.029999732971191,8.430000305175781,10700
2020-02-19,8.399999618530273,8.59000015258789,8.140000343322754,8.199999809265137,13800
2020-02-20,8.470000267028809,8.510000228881836,8.220000267028809,8.399999618530273,6100
2020-02-21,8.1899995803833,8.529999732971191,8.109999656677246,8.529999732971191,7300
2020-02-24,8.569999694824219,8.630000114440918,7.809999942779541,8.119999885559082,12100
2020-02-25,8.09000015258789,8.6899995803833,7.960000038146973,8.6899995803833,10400
2020-02-26,8.399999618530273,8.699999809265137,8.0,8.079999923706055,90300
2020-02-27,8.109999656677246,8.479999542236328,8.100000381469727,8.449999809265137,12200
2020-02-28,8.199999809265137,8.380000114440918,8.069999694824219,8.069999694824219,20900
2020-03-02,8.380000114440918,8.859999656677246,8.100000381469727,8.369999885559082,43400
2020-03-03,8.25,8.460000038146973,8.15999984741211,8.460000038146973,13000
2020-03-04,8.579999923706055,8.579999923706055,8.260000228881836,8.399999618530273,11600
2020-03-05,8.390000343322754,8.649999618530273,8.300000190734863,8.489999771118164,6800
2020-03-06,8.289999961853027,8.489999771118164,8.180000305175781,8.1899995803833,4200
2020-03-09,7.659999847412109,8.34000015258789,7.519999980926514,8.09000015258789,20400
2020-03-10,7.559999942779541,7.75,7.260000228881836,7.739999771118164,19900
2020-03-11,7.059999942779541,7.519999980926514,6.840000152587891,7.369999885559082,14800
2020-03-12,6.150000095367432,7.050000190734863,6.150000095367432,7.050000190734863,14800
2020-03-13,7.940000057220459,7.940000057220459,6.449999809265137,6.449999809265137,12800
2020-03-16,6.650000095367432,8.680000305175781,6.630000114440918,7.46999979019165,13900
2020-03-17,7.659999847412109,8.399999618530273,6.710000038146973,6.710000038146973,20600
2020-03-18,6.659999847412109,8.5,6.650000095367432,7.300000190734863,14200
2020-03-19,7.849999904632568,8.25,6.650000095367432,6.650000095367432,38500
2020-03-20,7.789999961853027,9.020000457763672,7.090000152587891,7.449999809265137,59400
2020-03-23,7.940000057220459,8.220000267028809,6.880000114440918,7.639999866485596,17600
2020-03-24,8.5,8.5,7.519999980926514,7.519999980926514,24000
2020-03-25,8.390000343322754,8.539999961853027,8.199999809265137,8.210000038146973,17900
2020-03-26,8.710000038146973,8.819999694824219,8.25,8.25,24900
2020-03-27,7.849999904632568,8.729999542236328,7.849999904632568,8.170000076293945,12700
2020-03-30,8.199999809265137,8.199999809265137,7.050000190734863,7.849999904632568,28200
2020-03-31,7.21999979019165,8.109999656677246,6.809999942779541,8.109999656677246,428600
2020-04-01,5.949999809265137,6.949999809265137,5.800000190734863,6.730000019073486,26000
2020-04-02,5.550000190734863,6.590000152587891,5.5,6.0,12100
2020-04-03,5.340000152587891,5.710000038146973,5.329999923706055,5.610000133514404,6900
2020-04-06,6.739999771118164,6.739999771118164,5.489999771118164,5.489999771118164,13200
2020-04-07,6.510000228881836,6.75,6.309999942779541,6.670000076293945,15900
2020-04-08,6.730000019073486,6.730000019073486,6.349999904632568,6.559999942779541,12900
2020-04-09,7.159999847412109,7.199999809265137,6.840000152587891,6.869999885559082,10700
2020-04-13,6.829999923706055,7.190000057220459,6.71999979019165,7.050000190734863,9000
2020-04-14,7.389999866485596,7.510000228881836,6.809999942779541,6.809999942779541,11400
2020-04-15,6.369999885559082,7.309999942779541,6.369999885559082,7.119999885559082,18800
2020-04-16,5.599999904632568,6.389999866485596,5.449999809265137,6.28000020980835,30400
2020-04-17,6.989999771118164,7.340000152587891,5.659999847412109,5.659999847412109,28800
2020-04-20,6.309999942779541,6.889999866485596,5.690000057220459,6.760000228881836,7500
2020-04-21,6.170000076293945,7.130000114440918,5.889999866485596,5.889999866485596,7200
2020-04-22,6.269999980926514,7.019999980926514,6.059999942779541,6.25,43900
2020-04-23,5.739999771118164,6.510000228881836,5.659999847412109,6.510000228881836,13800
2020-04-24,5.559999942779541,5.739999771118164,5.559999942779541,5.739999771118164,11300
2020-04-27,5.78000020980835,6.03000020980835,5.679999828338623,5.699999809265137,14600
2020-04-28,5.739999771118164,6.050000190734863,5.639999866485596,6.050000190734863,23800
2020-04-29,6.090000152587891,6.349999904632568,5.949999809265137,6.019999980926514,27100
2020-04-30,5.699999809265137,6.070000171661377,5.539999961853027,6.070000171661377,38700
2020-05-01,5.489999771118164,6.039999961853027,5.260000228881836,5.489999771118164,20600
2020-05-04,5.400000095367432,5.739999771118164,5.079999923706055,5.329999923706055,33000
2020-05-05,6.900000095367432,7.150000095367432,5.389999866485596,5.389999866485596,117300
2020-05-06,6.849999904632568,7.210000038146973,6.820000171661377,6.900000095367432,43600
2020-05-07,6.96999979019165,7.199999809265137,6.840000152587891,6.920000076293945,16600
2020-05-08,7.019999980926514,7.21999979019165,7.019999980926514,7.21999979019165,55300
2020-05-11,6.650000095367432,7.190000057220459,6.619999885559082,7.190000057220459,20900
2020-05-12,5.809999942779541,6.409999847412109,5.800000190734863,6.21999979019165,42200
2020-05-13,5.949999809265137,5.949999809265137,5.800000190734863,5.860000133514404,15400
2020-05-14,6.199999809265137,6.199999809265137,5.75,5.769999980926514,31600
2020-05-15,6.099999904632568,6.360000133514404,5.949999809265137,6.25,19700
2020-05-18,7.5,7.5,6.320000171661377,6.320000171661377,31400
2020-05-19,6.46999979019165,7.829999923706055,6.46999979019165,7.769999980926514,24700
2020-05-20,6.78000020980835,7.159999847412109,6.019999980926514,6.679999828338623,17200
2020-05-21,6.510000228881836,6.730000019073486,6.389999866485596,6.730000019073486,19100
2020-05-22,7.050000190734863,7.050000190734863,6.46999979019165,6.5,18100
2020-05-26,7.21999979019165,7.449999809265137,7.130000114440918,7.449999809265137,15600
2020-05-27,7.28000020980835,7.440000057220459,7.190000057220459,7.440000057220459,19800
2020-05-28,6.610000133514404,7.449999809265137,6.610000133514404,7.449999809265137,26700
2020-05-29,6.840000152587891,6.989999771118164,6.230000019073486,6.519999980926514,22600
2020-06-01,6.619999885559082,7.199999809265137,6.619999885559082,6.949999809265137,28100
2020-06-02,6.989999771118164,7.039999961853027,6.619999885559082,6.619999885559082,8800
2020-06-03,7.0,7.21999979019165,6.840000152587891,7.21999979019165,17700
2020-06-04,6.960000038146973,7.050000190734863,6.75,7.0,17300
