Price,Close,High,Low,Open,Volume
Ticker,PMBS,PMBS,PMBS,PMBS,PMBS
Date,,,,,
2024-09-23,49.215667724609375,49.24027952212018,49.21074836929367,49.24027952212018,4000
2024-09-24,49.22551345825195,49.25504461078604,49.191059195217846,49.20090166098487,8600
2024-09-25,49.077850341796875,49.18121313122918,49.05324229968426,49.18121313122918,9800
2024-09-26,49.15167999267578,49.18121114411097,49.02468928208529,49.1713686787102,7500
2024-09-27,49.30918884277344,49.328877530052466,49.161525565797284,49.18121425307631,7900
2024-09-30,49.137901306152344,49.240280226679964,49.05324333071403,49.240280226679964,12400
2024-10-01,49.30918884277344,49.38793983665643,49.30918884277344,49.38793983665643,2500
2024-10-02,49.19302749633789,49.2402795940692,49.10246254036667,49.10246254036667,5000
2024-10-03,49.00402069091797,49.05324428760411,48.964647070895516,49.03355559997629,4500
2024-10-04,48.7283821105957,48.76775948224399,48.67916227365177,48.67916227365177,12000
2024-10-07,48.53642654418945,48.61025818395494,48.452752438230725,48.48228359204364,5900
2024-10-08,48.5748176574707,48.61025579134857,48.55808058396285,48.55808058396285,1100
2024-10-09,48.48720169067383,49.01386182555185,48.472436115293675,48.56989191698893,30600
2024-10-10,48.45766830444336,48.462591414802084,48.383840425227156,48.462591414802084,19600
2024-10-11,48.49212646484375,48.53937856448054,48.462595310783215,48.462595310783215,3000
2024-10-14,48.437984466552734,48.452750042729186,48.33461792285158,48.433061356082916,2300
2024-10-15,48.58072280883789,48.58072280883789,48.52166050177868,48.52166050177868,3400
2024-10-16,48.62994384765625,48.62994384765625,48.62994384765625,48.62994384765625,900
2024-10-17,48.38875961303711,48.69885172560465,48.37399403724493,48.68900550492125,9300
2024-10-18,48.46259307861328,48.52657849454171,48.43404579697188,48.52657849454171,2300
2024-10-21,48.08753204345703,48.21156739204827,48.08753204345703,48.21156739204827,3100
2024-10-22,48.13773727416992,48.13773727416992,48.06882875037495,48.08851368125959,2100
2024-10-23,47.93691635131836,47.98023296415545,47.89163575161402,47.89163575161402,4200
2024-10-24,48.01960754394531,48.05898491813739,47.9211678636982,47.9211678636982,2500
2024-10-25,47.906402587890625,48.076706164868924,47.79319357518606,48.063908330414506,290700
2024-10-28,47.81288146972656,47.81288146972656,47.694753103600355,47.694753103600355,2200
2024-10-29,47.931007385253906,47.931007385253906,47.65537329330758,47.73412803685388,2300
2024-10-30,47.87489700317383,47.9408539135556,47.872929261142396,47.9408539135556,3200
2024-10-31,47.78826904296875,47.803038374368946,47.77350346680156,47.77350346680156,1600
2024-11-01,47.63090896606445,47.96147261842056,47.58538454146637,47.96147261842056,1400
2024-11-04,47.84270477294922,47.921879813638675,47.81301460462239,47.921879813638675,2600
2024-11-05,48.01194763183594,48.01293680073189,47.7140416741868,47.86250006856339,6500
2024-11-06,47.654659271240234,47.68434943864713,47.55568575412785,47.55568575412785,2700
2024-11-07,48.11784744262695,48.18910536079403,48.030751495069666,48.030751495069666,3200
2024-11-08,48.11487579345703,48.219784323797214,48.080236006295,48.16930650860852,4600
2024-11-11,48.001060485839844,48.10003023439197,47.95652523162756,48.07034006491712,2806800
2024-11-12,47.76154708862305,47.95157322489343,47.76154708862305,47.91891177482439,27800
2024-11-13,47.827857971191406,47.85259851875736,47.764517185823784,47.85259851875736,7100
2024-11-14,47.86249923706055,48.00105838916286,47.80311512525082,48.00105838916286,57800
2024-11-15,47.765506744384766,48.08023611154794,47.63090427085844,47.65465942522363,55300
2024-11-18,47.783321380615234,47.852600958057245,47.6546614656251,47.6546614656251,8600
2024-11-19,47.87239456176758,47.951573377283104,47.842704393676115,47.842704393676115,10800
2024-11-20,47.86943054199219,47.911987459477494,47.75363359236553,47.75363359236553,20800
2024-11-21,47.9020881652832,47.912972798294405,47.85259951821043,47.912972798294405,5300
2024-11-22,47.9406852722168,47.9713683848321,47.79321982424817,47.95157368082791,25800
2024-11-25,48.31776809692383,48.367252971082294,48.205931601744,48.205931601744,14300
2024-11-26,48.21879577636719,48.24056881779911,48.149516201150284,48.19900107266897,5200
2024-11-27,48.37516784667969,48.389023761817406,48.29797114454864,48.386056255196635,5300
2024-11-29,48.51076126098633,48.519667556627255,48.45632676732341,48.46622600732786,4600
2024-12-02,48.52763748168945,48.55543437884079,48.267535780034386,48.267535780034386,19700
2024-12-03,48.48495101928711,48.61500187303471,48.466087756641386,48.56536130954141,7300
2024-12-04,48.638824462890625,48.64378927647514,48.5306134915986,48.5306134915986,6400
2024-12-05,48.694419860839844,48.694419860839844,48.58422447530066,48.58422447530066,4500
2024-12-06,48.839359283447266,48.87311319881531,48.77383965035151,48.87311319881531,5800
2024-12-09,48.704349517822266,48.778802788872234,48.67555662770055,48.73115421021757,8400
2024-12-10,48.674564361572266,49.28014287897768,48.60507211731689,48.62492758525318,19600
2024-12-11,48.634857177734375,48.73413073030109,48.575290773968376,48.72420488986173,15100
2024-12-12,48.34695816040039,48.51572395573069,48.31816905762459,48.51572395573069,7000
2024-12-13,48.148406982421875,48.23775469325243,48.078914739225134,48.23775469325243,45500
2024-12-16,48.19804382324219,48.20797345059415,48.11366092596664,48.18911018826,8500
2024-12-17,48.16826248168945,48.227828884630014,48.136492976045844,48.173227295361976,21300
2024-12-18,47.82377624511719,48.24767891439143,47.82377624511719,48.13847952663494,11400
2024-12-19,47.68677520751953,47.70166586068258,47.642103248030374,47.652029087791405,4000
2024-12-20,47.84065246582031,47.94489082963745,47.81087115817061,47.86050793326784,20800
2024-12-23,47.72450256347656,47.83569014854814,47.67188538680815,47.820795708081974,8400
2024-12-24,47.70166778564453,47.751304560538756,47.58253876848974,47.66195685091188,9400
2024-12-26,47.75925064086914,47.800945986979556,47.562684161317726,47.622250564493996,20000
2024-12-27,47.64210510253906,47.79101542700906,47.64210510253906,47.79101542700906,16700
2024-12-30,47.93000030517578,47.95978539994906,47.87043768971562,47.91014483767466,84500
2024-12-31,47.86000061035156,47.970001220703125,47.779998779296875,47.93000030517578,25100
2025-01-02,47.8650016784668,47.95000076293945,47.77000045776367,47.95000076293945,5200
2025-01-03,47.7599983215332,47.933998107910156,47.7599983215332,47.900001525878906,7300
2025-01-06,47.79999923706055,47.79999923706055,47.72200012207031,47.77000045776367,4000
2025-01-07,47.63999938964844,47.64400100708008,47.57500076293945,47.57500076293945,4400
2025-01-08,47.59000015258789,47.59000015258789,47.47100067138672,47.47999954223633,3400
2025-01-10,47.2239990234375,47.38999938964844,47.189998626708984,47.38999938964844,321700
2025-01-13,47.165000915527344,47.220001220703125,47.1349983215332,47.1349983215332,4200
2025-01-14,47.19499969482422,47.20600128173828,47.15299987792969,47.18000030517578,10300
2025-01-15,47.65800094604492,47.65800094604492,47.54999923706055,47.54999923706055,6800
2025-01-16,47.83599853515625,47.880001068115234,47.577999114990234,47.577999114990234,19600
2025-01-17,47.79499816894531,47.86000061035156,47.77000045776367,47.83000183105469,5600
2025-01-21,47.86000061035156,47.900001525878906,47.79100036621094,47.900001525878906,9100
2025-01-22,47.84000015258789,47.869998931884766,47.77000045776367,47.85499954223633,5900
2025-01-23,47.70000076293945,47.755001068115234,47.650001525878906,47.650001525878906,9300
2025-01-24,47.779998779296875,47.810001373291016,47.70000076293945,47.70000076293945,23700
2025-01-27,48.064998626708984,48.064998626708984,48.04499816894531,48.04499816894531,2405
