Price,Close,High,Low,Open,Volume
Ticker,LMFA,LMFA,LMFA,LMFA,LMFA
Date,,,,,
2020-01-28,24.299999237060547,24.56999969482422,23.100000381469727,24.0,93
2020-01-29,24.600000381469727,24.600000381469727,23.34000015258789,23.729999542236328,227
2020-01-30,25.200000762939453,25.799999237060547,23.43000030517578,24.0,747
2020-01-31,24.899999618530273,24.899999618530273,24.030000686645508,24.149999618530273,350
2020-02-03,24.0,24.600000381469727,23.700000762939453,24.1200008392334,757
2020-02-04,28.200000762939453,32.400001525878906,23.700000762939453,23.700000762939453,14583
2020-02-05,27.600000381469727,28.860000610351562,25.799999237060547,27.0,3277
2020-02-06,27.899999618530273,27.899999618530273,27.600000381469727,27.600000381469727,523
2020-02-07,27.899999618530273,27.899999618530273,27.030000686645508,27.780000686645508,953
2020-02-10,26.100000381469727,27.030000686645508,25.5,27.030000686645508,763
2020-02-11,25.860000610351562,26.700000762939453,25.3799991607666,26.399999618530273,307
2020-02-12,26.399999618530273,26.700000762939453,25.200000762939453,25.200000762939453,353
2020-02-13,24.959999084472656,27.0,24.899999618530273,24.899999618530273,97
2020-02-14,27.059999465942383,28.200000762939453,25.799999237060547,27.0,217
2020-02-18,26.43000030517578,29.700000762939453,26.399999618530273,27.600000381469727,503
2020-02-19,26.790000915527344,26.969999313354492,25.799999237060547,26.190000534057617,587
2020-02-20,26.399999618530273,26.969999313354492,25.799999237060547,26.459999084472656,973
2020-02-21,26.729999542236328,26.969999313354492,25.260000228881836,26.969999313354492,130
2020-02-24,24.899999618530273,26.969999313354492,24.899999618530273,26.670000076293945,107
2020-02-25,23.790000915527344,25.799999237060547,23.700000762939453,25.530000686645508,977
2020-02-26,24.899999618530273,24.959999084472656,23.399999618530273,24.959999084472656,120
2020-02-27,24.299999237060547,24.600000381469727,23.43000030517578,23.43000030517578,820
2020-02-28,25.799999237060547,25.799999237060547,23.399999618530273,23.399999618530273,517
2020-03-02,25.6200008392334,25.799999237060547,24.1200008392334,24.1200008392334,77
2020-03-03,23.700000762939453,25.979999542236328,23.700000762939453,24.600000381469727,350
2020-03-04,24.899999618530273,26.81999969482422,24.0,25.799999237060547,183
2020-03-05,24.6299991607666,24.899999618530273,24.6299991607666,24.899999618530273,180
2020-03-06,24.600000381469727,26.579999923706055,24.0,24.149999618530273,67
2020-03-09,23.700000762939453,24.389999389648438,23.100000381469727,23.700000762939453,440
2020-03-10,22.200000762939453,23.700000762939453,20.399999618530273,23.100000381469727,657
2020-03-11,21.0,22.200000762939453,20.06999969482422,22.200000762939453,560
2020-03-12,15.600000381469727,19.5,15.300000190734863,19.5,987
2020-03-13,16.799999237060547,17.010000228881836,15.899999618530273,15.899999618530273,727
2020-03-16,15.84000015258789,17.15999984741211,13.470000267028809,17.15999984741211,217
2020-03-17,14.699999809265137,17.100000381469727,12.600000381469727,16.6200008392334,1263
2020-03-18,12.84000015258789,13.5,10.5,13.199999809265137,847
2020-03-19,13.380000114440918,17.100000381469727,11.729999542236328,12.899999618530273,890
2020-03-20,17.040000915527344,33.599998474121094,12.0,15.0,25517
2020-03-23,14.100000381469727,17.700000762939453,13.5,15.0,3220
2020-03-24,16.049999237060547,16.799999237060547,13.5600004196167,16.799999237060547,893
2020-03-25,16.799999237060547,17.700000762939453,13.800000190734863,15.84000015258789,1997
2020-03-26,15.899999618530273,19.139999389648438,15.899999618530273,17.700000762939453,1490
2020-03-27,17.700000762939453,18.0,15.899999618530273,16.829999923706055,907
2020-03-30,17.100000381469727,18.0,16.200000762939453,17.520000457763672,257
2020-03-31,17.399999618530273,17.399999618530273,16.5,16.5,70
2020-04-01,14.399999618530273,17.34000015258789,12.0,17.34000015258789,2443
2020-04-02,13.5,14.609999656677246,13.5,14.430000305175781,453
2020-04-03,13.229999542236328,15.0,12.600000381469727,14.399999618530273,457
2020-04-06,12.65999984741211,13.800000190734863,12.029999732971191,13.800000190734863,160
2020-04-07,14.699999809265137,14.699999809265137,9.0,13.800000190734863,4857
2020-04-08,15.359999656677246,15.479999542236328,14.699999809265137,15.300000190734863,1193
2020-04-09,15.0,16.200000762939453,14.100000381469727,16.200000762939453,103
2020-04-13,16.110000610351562,16.200000762939453,15.600000381469727,16.200000762939453,890
2020-04-14,18.0,19.139999389648438,16.5,16.5,1537
2020-04-15,20.940000534057617,27.899999618530273,17.520000457763672,17.520000457763672,10857
2020-04-16,20.940000534057617,22.440000534057617,16.5,21.0,1513
2020-04-17,20.100000381469727,22.440000534057617,18.989999771118164,20.760000228881836,610
2020-04-20,19.200000762939453,21.1200008392334,18.65999984741211,21.1200008392334,387
2020-04-21,18.989999771118164,21.0,17.520000457763672,21.0,560
2020-04-22,20.610000610351562,21.75,18.209999084472656,20.700000762939453,360
2020-04-23,20.219999313354492,20.8799991607666,18.299999237060547,18.299999237060547,237
2020-04-24,20.100000381469727,20.219999313354492,18.600000381469727,19.5,327
2020-04-27,18.6299991607666,21.299999237060547,18.329999923706055,21.299999237060547,793
2020-04-28,19.200000762939453,21.0,19.139999389648438,19.200000762939453,217
2020-04-29,19.200000762939453,20.8799991607666,18.450000762939453,20.8799991607666,320
2020-04-30,18.600000381469727,19.200000762939453,18.600000381469727,18.600000381469727,337
2020-05-01,18.6299991607666,19.5,17.700000762939453,18.899999618530273,487
2020-05-04,20.399999618530273,21.299999237060547,17.579999923706055,19.229999542236328,1533
2020-05-05,23.8799991607666,23.8799991607666,20.700000762939453,21.0,1150
2020-05-06,27.600000381469727,28.200000762939453,23.8799991607666,24.0,6000
2020-05-07,25.5,28.200000762939453,24.0,27.0,1287
2020-05-08,22.200000762939453,26.459999084472656,20.549999237060547,26.459999084472656,627
2020-05-11,22.799999237060547,24.299999237060547,22.649999618530273,23.309999465942383,270
2020-05-12,23.25,24.0,22.649999618530273,24.0,260
2020-05-13,24.299999237060547,24.299999237060547,22.649999618530273,24.0,557
2020-05-14,25.200000762939453,25.5,22.649999618530273,24.600000381469727,307
2020-05-15,25.5,25.5,24.059999465942383,24.059999465942383,83
2020-05-18,28.799999237060547,30.600000381469727,26.100000381469727,26.100000381469727,1837
2020-05-19,27.299999237060547,35.70000076293945,27.0,29.940000534057617,14293
2020-05-20,34.5,38.70000076293945,27.149999618530273,28.649999618530273,29017
2020-05-21,31.5,34.77000045776367,28.200000762939453,30.899999618530273,5167
2020-05-22,32.70000076293945,33.0,28.5,31.530000686645508,1007
2020-05-26,31.049999237060547,34.5,30.299999237060547,32.099998474121094,3810
2020-05-27,32.54999923706055,34.5,30.0,34.5,1770
2020-05-28,30.600000381469727,33.599998474121094,29.309999465942383,33.0,2953
2020-05-29,30.600000381469727,31.200000762939453,29.399999618530273,29.399999618530273,760
2020-06-01,30.899999618530273,31.350000381469727,29.280000686645508,29.700000762939453,877
2020-06-02,27.600000381469727,30.8700008392334,27.149999618530273,30.0,2470
2020-06-03,28.229999542236328,28.799999237060547,27.299999237060547,28.5,1817
2020-06-04,28.770000457763672,29.399999618530273,27.299999237060547,29.399999618530273,1010
2020-06-05,27.299999237060547,29.100000381469727,27.09000015258789,27.65999984741211,1037
2020-06-08,27.899999618530273,28.68000030517578,27.600000381469727,28.68000030517578,1247
2020-06-09,27.959999084472656,30.299999237060547,27.899999618530273,28.5,620
2020-06-10,34.20000076293945,54.0,28.200000762939453,30.0,46263
2020-06-11,30.899999618530273,39.0,28.5,30.899999618530273,14053
2020-06-12,28.799999237060547,30.0,28.200000762939453,29.8799991607666,2263
2020-06-15,28.200000762939453,30.0,27.299999237060547,29.399999618530273,1323
2020-06-16,32.099998474121094,34.5,29.100000381469727,30.0,4703
2020-06-17,45.29999923706055,146.6999969482422,42.29999923706055,82.19999694824219,1909323
2020-06-18,44.400001525878906,49.290000915527344,39.0,41.400001525878906,96300
2020-06-19,53.70000076293945,89.0999984741211,48.29999923706055,58.5,918793
2020-06-22,55.5,62.400001525878906,48.0,60.0,110190
2020-06-23,47.70000076293945,54.0,45.0,49.79999923706055,58617
2020-06-24,43.79999923706055,52.20000076293945,42.599998474121094,48.0,33657
2020-06-25,45.900001525878906,46.5,41.099998474121094,43.79999923706055,21587
2020-06-26,39.29999923706055,48.0,39.0,42.29999923706055,35047
2020-06-29,36.900001525878906,39.29999923706055,35.099998474121094,38.400001525878906,11750
2020-06-30,41.099998474121094,49.79999923706055,39.900001525878906,47.400001525878906,48640
2020-07-01,40.20000076293945,41.400001525878906,37.5,39.29999923706055,9627
2020-07-02,38.099998474121094,39.900001525878906,36.0,39.900001525878906,40103
2020-07-06,59.70000076293945,72.5999984741211,50.400001525878906,60.599998474121094,672373
2020-07-07,53.099998474121094,56.70000076293945,47.70000076293945,48.0,69687
2020-07-08,48.900001525878906,52.20000076293945,47.099998474121094,48.599998474121094,20000
2020-07-09,49.20000076293945,50.099998474121094,46.5,47.70000076293945,18177
2020-07-10,46.5,50.400001525878906,46.20000076293945,48.900001525878906,21050
2020-07-13,39.599998474121094,46.5,39.29999923706055,45.0,18827
2020-07-14,37.5,40.5,35.70000076293945,39.29999923706055,22210
2020-07-15,40.79999923706055,43.5,39.0,40.79999923706055,17473
2020-07-16,42.0,42.900001525878906,39.29999923706055,41.400001525878906,7377
